ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CODciudad,NOMCIUDAD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,FAC_T300
2024,07,0003301,7,0061,1,3,20230400033017006115,48,Tumbes,1,4,3,1,2, ,1,17,4,4,15,9,2006,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,9211,122,4, ,3,2,1,2,0,0,4,4,4,4,0,16, ,16,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , , , , , , , , ,0,0,0,1,15.9925389760264
2024,07,0003301,7,0061,1,3,20230400033017006116,48,Tumbes,1,5,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,0003301,7,0061,1,3,20230400033017006117,48,Tumbes,1,6,3,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00038,10,0019,1,3,2024070003810001911,48,Tumbes,1,1,1,1,2, ,1,73,1,1,13,6,1951,1, , , , , , , , , , , , , , , ,9211,122,3,5,3,2,1,2,0,8,9,8,8,9,8,50, ,50,1, ,2, ,2,2,2,360, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,8,1, , , , , ,1559, , , ,1559,1559,1559,1,25.2878661990369
2024,07,00038,10,0019,1,3,2024070003810001912,48,Tumbes,1,2,7,1,2, ,2,71,2,2,11,7,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,25.0090900177069
2024,07,00038,10,0019,1,3,2024070003810001913,48,Tumbes,1,3,7,1,2, ,1,64,3,1,24,11,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,1,2,1,2,1,1,14,7,4, , , , , , , , , , , , ,1,25.2878661990369
2024,07,00038,10,0024,1,3,2024070003810002411,48,Tumbes,1,1,1,1,1, ,2,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00038,10,0024,1,3,2024070003810002413,48,Tumbes,1,2,3,1,2, ,2,41,2,2,14,1,1983,1, , , , , , , , , , , , , , , ,9622,8610,3,2, , ,5,9998,12,12,0,12,0,12,0,48, ,48,1, ,2, ,2,2,4,1500,32, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,5, ,2,2,2,2,2,2,10,8,1,139, , , ,83,1500, , , ,1639,1639,1722,1,25.8894031924467
2024,07,00038,10,0024,1,3,2024070003810002414,48,Tumbes,1,3,4,1,2, ,1,55,3,3,17,3,1969,1, , , , , , , , , , , , , , , ,5120,8610,3,2, , ,5,9998,0,12,0,12,0,12,0,36, ,36,1, ,2, ,2,2,4,2300,45, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,195, , , ,83,2300, , , ,2495,2495,2578,1,28.3138234263436
2024,07,00038,10,0024,1,3,2024070003810002415,48,Tumbes,1,4,5,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00038,10,0025,1,3,2024070003810002511,48,Tumbes,1,1,1,1,2, ,1,45,1,1,10,5,1979,1, , , , , , , , , , , , , , , ,5141,9602,2, ,2,2,1,1,3,3,3,3,3,3,3,21, ,21,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,1334, , ,1334,1334,1334,1,28.3138234263436
2024,07,00038,10,0025,1,3,2024070003810002512,48,Tumbes,1,2,7,1,1, ,1,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00038,10,0026,1,3,2024070003810002611,48,Tumbes,1,1,1,1,2, ,2,46,1,1,12,8,1977,1, , , , , , , , , , , , , , , ,5322,9609,2, ,3,2,1,1,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , , , ,780, , ,780,780,780,1,19.8771006841674
2024,07,00038,10,0026,1,3,2024070003810002612,48,Tumbes,1,2,2,1,2, ,1,54,2,2,11,3,1970,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,2,30,6,8,8,8,8,8,8,54, ,54,1, ,2, ,2,2,2,540, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1, , , , , ,2338, , , ,2338,2338,2338,1,25.2878661990369
2024,07,00038,10,0026,1,3,2024070003810002613,48,Tumbes,1,3,3,1,2, ,1,25,3,3,2,8,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,41.5644458495356
2024,07,00038,10,0026,1,3,2024070003810002614,48,Tumbes,1,4,3,1,2, ,1,17,4,4,16,2,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,35.5515834125085
2024,07,00038,10,0026,1,3,2024070003810002615,48,Tumbes,1,5,5,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00038,10,0222,1,3,2024070003810022211,48,Tumbes,1,1,1,1,2, ,1,28,1,1,6,12,1995,1, , , , , , , , , , , , , , , ,5211,4630,3,5,1, ,2,25,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1300, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , ,166,1300, , , ,1300,1300,1466,1, 
2024,07,00038,10,0222,1,3,2024070003810022212,48,Tumbes,1,2,6,1,2, ,2,53,2,2,24,4,1971,1, , , , , , , , , , , , , , , ,9112,4922,3,5,1, ,1,3,8,12,12,12,12,12,12,80, ,80,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1, , , , , ,1025, , , ,1025,1025,1025,1, 
2024,07,00039,8,0010,1,3,202404000398001011,48,Tumbes,1,1,1,1,2, ,2,73,1,1,14,5,1951,1, , , , , , , , , , , , , , , ,5120,5629,2, ,3,2,1,2,5,0,0,0,0,0,0,5, ,5,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,5,1, ,87, , , , ,420, , ,507,507,507,1,20.8485839715002
2024,07,00039,8,0010,1,3,202407000398001012,48,Tumbes,1,2,3,2, ,2,1,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00039,8,0012,1,3,202404000398001211,48,Tumbes,1,1,1,1,2, ,2,68,1,1,13,11,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,4, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,22.3030065475221
2024,07,00039,8,0012,1,3,202404000398001212,48,Tumbes,1,2,3,1,2, ,1,50,2,2,3,6,1974,1, , , , , , , , , , , , , , , ,9313,4100,3,5,1, ,5,700,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1400,65, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,6,1,5, , , ,273,1400, , , ,1405,1405,1678,1,28.6479794926916
2024,07,00039,8,0014,1,3,202407000398001411,48,Tumbes,1,1,1,1,2, ,1,64,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00039,8,0014,1,3,202407000398001412,48,Tumbes,1,2,2,1,2, ,2,52,2,2,28,11,1971,1, , , , , , , , , , , , , , , ,5212,4772,2, ,2,1,1,2,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , , , , , ,4500, , ,4500,4500,4500,1,28.0613308386959
2024,07,00039,8,0120,1,3,202404000398012011,48,Tumbes,1,1,1,1,2, ,1,27,1,1,7,3,1997,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,4,0,13,13,13,13,13,8,73, ,73,1, ,2, ,2,2,2,360, , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1, , , , , ,1559, , , ,1559,1559,1559,1,38.4989628228256
2024,07,00039,8,0120,1,3,202404000398012012,48,Tumbes,1,2,2,1,2, ,2,32,2,2,25,2,1992,1, , , , , , , , , , , , , , , ,211,8422,3,1, , ,5,9998,0,12,12,12,12,12,0,60, ,60,1, ,2, ,2,2,4,3400,8, , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,9,3, ,2,2,2,2,2,2,10,6,1,240, , , ,83,3400, , , ,3640,3640,3723,1,29.0490820611731
2024,07,00045,4,0034,1,3,202304000454003411,48,Tumbes,1,1,1,1,2, ,2,47,1,1,24,10,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,3,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,30.1080209583609
2024,07,00045,4,0034,1,3,202304000454003412,48,Tumbes,1,2,3,1,2, ,1,17,2,2,23,3,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,53.8502991706087
2024,07,00045,4,0035,1,3,202304000454003511,48,Tumbes,1,1,1,1,2, ,1,57,1,1,17,8,1966,1, , , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,5,1, , , , ,83,3000, , , ,3000,3000,3083,1,38.6734391680695
2024,07,00045,4,0035,1,3,202304000454003512,48,Tumbes,1,2,3,1,2, ,1,31,2,2,4,3,1993,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,6,6,6,6,6,6,36,28,64,1, ,2, ,2,2, , , , , ,800, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,25, ,1940,800, ,2740,1940,2765,1,51.9718082436546
2024,07,00045,4,0035,1,3,202304000454003513,48,Tumbes,1,3,3,1,2, ,2,26,3,3,29,9,1997,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,2,0,12,12,12,12,12,12,72, ,72,1, ,2, ,2,2,3,700,60, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,260, , , , ,1400, , , ,1660,1660,1660,1,39.2149089700248
2024,07,00045,4,0035,1,3,202304000454003514,48,Tumbes,1,4,11,1,2, ,1,23,4,4,8,7,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,42.4033951297661
2024,07,00045,4,0036,1,3,202304000454003611,48,Tumbes,1,1,1,1,2, ,1,60,1,1,29,5,1964,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,7128,4330,2, ,3,2,1,1,0,0,0,0,12,0,0,12, ,12,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , , , , , ,433, , ,433,433,433,1,42.8871998324535
2024,07,00045,4,0036,1,3,202304000454003612,48,Tumbes,1,2,2,1,2, ,2,59,2,2,30,10,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,37.8814907851435
2024,07,00045,4,0036,2,3,202304000454003613,48,Tumbes,1,1,1,1,2, ,1,32,1,1,3,8,1991,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,1,13,5,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,62.9580353113202
2024,07,00045,4,0036,2,3,202304000454003614,48,Tumbes,1,2,2,1,2, ,2,26,2,2,2,6,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,2, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,5,3, , , , , , , , , , , , ,1,50.3383427823261
2024,07,00045,4,0036,2,3,202304000454003615,48,Tumbes,1,3,3,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00046,7,0050,1,3,202404000467005011,48,Tumbes,1,1,1,1,2, ,2,74,1,1,24,3,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,24.3815049608439
2024,07,00046,7,0050,1,3,202404000467005012,48,Tumbes,1,2,7,1,1, ,1,69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00046,7,0050,1,3,202404000467005013,48,Tumbes,1,3,7,1,1, ,1,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00046,7,0050,1,3,202404000467005014,48,Tumbes,1,4,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, 
2024,07,00046,7,0056,1,3,202404000467005611,48,Tumbes,1,1,1,1,2, ,1,71,1,1,23,2,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,24.8912233754797
2024,07,00046,7,0056,1,3,202404000467005612,48,Tumbes,1,2,2,1,2, ,2,73,2,2,4,1,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,24.3815049608439
2024,07,00052,7,0043,1,3,202407000527004311,48,Tumbes,1,1,1,1,2, ,1,46,1,1,15,11,1977,1, , , , , , , , , , , , , , , ,3314,5610,1, ,2,1,1,5,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,600, , , , ,3180, , ,3780,3780,3780,1,46.9374039459868
2024,07,00052,7,0043,1,3,202407000527004312,48,Tumbes,1,2,2,1,2, ,2,47,2,2,14,12,1976,1, , , , , , , , , , , , , , , ,5131,5610,3,5,2,1,1,5,7,8,8,8,8,8,8,55, ,55,1, ,2, ,2,2,1,45,140, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,5,1,606, , , , ,1350, , , ,1956,1956,1956,1,30.8025545333203
2024,07,00052,7,0043,1,3,202407000527004314,48,Tumbes,1,3,3,1,2, ,1,21,3,3,27,6,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,46.407909438308
2024,07,00052,7,0043,1,3,202407000527004313,48,Tumbes,1,4,3,1,2, ,1,18,4,4,21,3,2006,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, ,5131,5610,3,5,2,1,1,5,9,10,10,10,10,10,10,69, ,69,1, ,2, ,2,2,1,35,84, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,5,1,364, , , , ,1050, , , ,1414,1414,1414,1,46.407909438308
2024,07,00052,7,0043,1,3,202407000527004315,48,Tumbes,1,5,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0052,1,3,202407000527005211,48,Tumbes,1,1,1,1,2, ,1,80,1,1,11,7,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,42.3257019181422
2024,07,00052,7,0052,1,3,202407000527005212,48,Tumbes,1,2,2,1,2, ,2,74,2,2,6,8,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,32.951378202767
2024,07,00052,7,0052,1,3,202407000527005213,48,Tumbes,1,3,5,1,2, ,1,24,3,3,27,6,2000,1, , , , , , , , , , , , , , , ,3119,8413,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , ,1500, , , ,1500,1500,1500,1,46.407909438308
2024,07,00052,7,0058,1,3,202407000527005811,48,Tumbes,1,1,1,1,2, ,2,25,1,1,12,7,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,42.9183073323035
2024,07,00052,7,0111,1,3,202407000527011111,48,Tumbes,1,1,1,1,2, ,1,71,1,1,5,1,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,1,13,2,2,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,11,5, ,2,2,2,2,2,2,1,7,2, , , , , , , , , , , , ,1,42.3257019181422
2024,07,00052,7,0111,1,3,202407000527011112,48,Tumbes,1,2,2,1,2, ,2,66,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0111,1,3,202407000527011113,48,Tumbes,1,3,3,1,2, ,1,36,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0111,1,3,202407000527011114,48,Tumbes,1,4,4,1,2, ,2,28,4,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0111,1,3,202407000527011115,48,Tumbes,1,5,5,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00057,5,0025,1,3,202304000575002511,48,Tumbes,1,1,1,1,2, ,2,57,1,1,25,2,1967,1, , , , , , , , , , , , , , , ,5212,4722,2, ,3,2,1,1,1,2,2,3,2,2,2,14, ,14,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,839, , ,839,839,839,1,30.8754935435741
